"Gene Name"	"Ensembl"	"GeneCards"
HS08790	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000163114'>ENSG00000163114</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA2'>PDHA2</a>"
YIR034C		
G-11887		
AT5G54810		
AT3G15730		
HP0093		
G-17922		
YHR072W		
G-12310		
AT5G26667		
G-58182		
GIO2-1004		
G-27153		
YGL187C		
G-9084		
AT5G03290		
ATMG00513		
G7005		
G-12748		
YDR531W		
G-10394		
AT4G20960		
G-36		
G66-31601	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000378524'>ENST00000378524</a>"	
G-14833		
YDL182W		
G-9709		
AT3G61220		
G-43974		
G3O-34116		
G3O-31085		
YBR115C		
G-10893		
AT3G25900		
G-15247		
G3O-33353		
G-11363		
VC0773		
G-44377		
AT3G06510		
G-16012		
G3O-32438		
HS03889	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000115425'>ENSG00000115425</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PECR'>PECR</a>"
SYNPCC7942_2234		
G-4761		
AT2G40840		
HS08566		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S'>LTC4S</a>"
G3O-31290		
G-11866		
SYNPCC7942_1882		
AT3G11170		
AT2G22780		
G-17906		
G3O-30008		
G-12294		
SYNPCC7942_1250		
G-58166		
AT1G66270		
G-27136		
G3O-29145		
G-9057		
SYNPCC7942_1053		
AT5G66690		
AT1G36160		
G-12732		
G185E-7870		
G-10376		
SYNPCC7942_0578		
G-34649		
AT1G02205		
G-14817		
G185E-6105		
G-9681		
SYNPCC7942_0309		
G-43958		
G185E-4192		
G18NG-9817		
SCO6264		
G-10877		
G-3402		
G-15228		
RHA1_RO10213		
G-11335		
G-12016		
G-44361		
RHA1_RO08162		
G-15999		
RHA1_RO08059		
HS03739		
EG11261		
G-44752		
MGI:2183447		
HS08411	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000159593'>ENSG00000159593</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=APPBP1'>APPBP1</a>"
YOR375C		
G-11848		
BSU39700		
AT3G03530		
MGI:1261415		
G-17890		
YOL141W		
G-12278		
BSU37150		
G-58150		
HS16172	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173113'>ENSG00000173113</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HSPC152'>HSPC152</a>"
G-27105		
YNL048W		
G-9037		
BSU35550		
AT5G60020		
HS14757	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000159423'>ENSG00000159423</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ENSG00000159423'>ENSG00000159423</a>"
G-12716		
YMR013C		
G-10356		
BSU29580		
G-34633		
HS13779	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000139428'>ENSG00000139428</a>"	
G-14795		
BSU15520		
G-9656		
HS13103	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000123989'>ENSG00000123989</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ22678'>FLJ22678</a>"
G-43942		
YLL060C		
G18NG-10215		
BSU12080		
G-10855		
HS11959		
G-15210		
YKL024C		
G-11318		
BSU08650		
G-44326		
HP0327		
G-15981		
YIR029W		
HS03550	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112294'>ENSG00000112294</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ALDH5A1'>ALDH5A1</a>"
AT5G51970		
G-44736		
HP0026		
HS08187	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000157184'>ENSG00000157184</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CPT2'>CPT2</a>"
YHR007C		
G-11827		
AT5G24300		
AT2G47380		
GCQ7-3299		
G-17873		
YGL065C		
G-12261		
AT4G37930		
G-58130		
G6980		
G-259		
YDR376W		
YPR113W		
AT4G16700		
G-9017		
G6527		
AT5G54190		
YDL067C		
G-12692		
AT3G55120		
G-10340		
G3O-34081		
G-34617		
YBR002C		
G-14772		
AT3G24090		
G-9631		
G3O-33092		
G-43925		
SYNPCC7942_2538		
G185E-8089		
AT3G04000		
G-10828		
G3O-32155		
G-15195		
SYNPCC7942_2094		
G-11272		
AT2G39270		
G-44304		
G3O-31118		
G-15965		
SYNPCC7942_1679		
HS03355		
AT2G13810		
G-44720		
G3O-29733		
HS07933	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000153936'>ENSG00000153936</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HS2ST1'>HS2ST1</a>"
SYNPCC7942_1232		
G-11802		
AT1G65520		
AT2G42310		
G3O-29		
G-17857		
SYNPCC7942_1047		
G-12243		
AT1G31190		
G-5802		
G185E-7686		
G-2487		
SYNPCC7942_0475		
YNL277W		
G185E-5505		
G-8991		
SYNPCC7942_0260		
AT5G48930		
G12WB-2408		
G-12672		
SCO5090		
G-10324		
G-2903		
G-34592		
RHA1_RO10209		
G-14756		
EG12410		
G-9600		
RHA1_RO08055		
G-43909		
EG11157		
G185E-7823		
MGI:1929955		
G-10809		
YOR245C		
G-15177		
BSU38860		
G-11252		
MGI:108024		
G-44288		
YOL058W		
G-15946		
BSU35740		
HS03200		
HS16070	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172296'>ENSG00000172296</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=C20orf38'>C20orf38</a>"
G-44703		
YMR296C		
HS07692		
BSU34450		
G-11784		
HS14553		
AT2G36530		
YML126C		
G-17837		
BSU28510		
G-12227		
HS13646	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000136908'>ENSG00000136908</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPM2'>DPM2</a>"
G-55306		
YLR304C		
G-2421		
BSU15490		
YML070W		
HS13010		
G-883		
YKR067W		
AT5G42810		
BSU11690		
G-12656		
HS11947		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GLCE'>GLCE</a>"
G-10297		
YJR109C		
G-34570		
BSU04040		
G-14736		
HP0287		
G-9581		
YIL145C		
G-43892		
AT5G47760		
G185E-7779		
GQT-4007		
G-10790		
YGR180C		
G-15159		
AT5G23020		
G-11233		
G7853		
G-44271		
YFR055W		
G-15927		
AT4G33790		
HS02935	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000106633'>ENSG00000106633</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCK'>GCK</a>"
G6759		
G-44687		
YDR294C		
HS07518	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000148344'>ENSG00000148344</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PTGES'>PTGES</a>"
AT4G13300		
G-11761		
G6329		
AT2G31490		
YDL022W		
G-17820		
AT3G53900		
G-12208		
G3O-33945		
G-55190		
YAL062W		
G-2322		
AT3G23410		
YKL035W		
G3O-33060		
G-8704		
SYNPCC7942_2525		
AT5G36150		
AT3G02570		
G-12637		
G3O-32052		
G-10277		
SYNPCC7942_2091		
G-34554		
AT2G38040		
G-14703		
G3O-30725		
G-9556		
SYNPCC7942_1542		
G-43875		
AT2G04350		
G185E-7209		
G3O-29578		
G-10766		
SYNPCC7942_1182		
G-15143		
AT1G62560		
G-11214		
G3O-28		
G-44255		
SYNPCC7942_0893		
G-15554		
AT1G24360		
HS02690	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000105204'>ENSG00000105204</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DYRK1B'>DYRK1B</a>"
G185E-7345		
G-44671		
SYNPCC7942_0407		
HS07370	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000146733'>ENSG00000146733</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PSPH'>PSPH</a>"
G185E-5327		
G-11735		
SYNPCC7942_0118		
AT2G27490		
G-9370		
G-17803		
SCO5086		
G-12192		
G-15453		
G-55172		
RHA1_RO10144		
G-2284		
EG12104		
YHL003C		
EG11603		
G-842		
Q0250		
AT5G23670		
YPR160W		
G-12613		
EG10412		
G-10255		
MGI:1921692		
G-34538		
YOR180C		
G-14674		
BSU38510		
G-9539		
HS17432	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000180089'>ENSG00000180089</a>"	
G-43859		
YNR050C		
G185E-6493		
BSU35710		
G-10747		
HS15665	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000168350'>ENSG00000168350</a>"	
G-15122		
YMR250W		
G-11188		
HS14278		
G-44236		
YML086C		
G-15534		
BSU25180		
HS02454	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000103089'>ENSG00000103089</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FA2H'>FA2H</a>"
HS13557	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135040'>ENSG00000135040</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ21613'>FLJ21613</a>"
G-44655		
YLR260W		
HS07139	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000144035'>ENSG00000144035</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT8'>NAT8</a>"
BSU14880		
G-11717		
HS12604	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000105755'>ENSG00000105755</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=YF13H12'>YF13H12</a>"
AT2G22990		
YKL216W		
G-17785		
BSU11660		
G-12176		
HS11901	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000104343'>ENSG00000104343</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ11011'>FLJ11011</a>"
G-55152		
YJL167W		
G-2222		
ATCG00490		
YGL027C		
HP0192		
G-8201		
YIL094C		
AT5G17230		
AT5G41040		
G-12594		
GJAJ-5254		
G-10238		
YGR060W		
G-34521		
AT5G16390		
G-14656		
G7616		
G-9519		
YER069W		
G-43843		
AT4G26220		
G185E-5659		
G66-33846	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000357685'>ENST00000357685</a>"	
G-10730		
YDR226W		
G-15098		
AT4G09510		
G-11170		
G6103		
G-44217		
YBR265W		
G-15517		
AT3G48720		
HS02160	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100889'>ENSG00000100889</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2'>PCK2</a>"
G3O-33724		
G-44633		
YAL023C		
HS06975		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DPYD'>DPYD</a>"
AT3G19820		
G-11690		
G3O-32837		
AT2G15490		
SYNPCC7942_2343		
G-17765		
AT2G45790		
G-12158		
G3O-31684		
G-55135		
SYNPCC7942_2016		
G-211		
AT2G37040		
YDR380W		
G3O-30560		
G-7941		
SYNPCC7942_1415		
AT5G13440		
AT1G76680		
G-12574		
G3O-29458		
G-10218		
SYNPCC7942_1177		
G-34504		
AT1G54870		
G-14634		
G18NG-12646		
G-9495		
SYNPCC7942_0697		
G-43827		
AT1G20575		
G185E-5349		
G185E-6485		
G-10707		
SYNPCC7942_0335		
G-15079		
G185E-5002		
G-11152		
SI859A1_02124		
G-44201		
G-630		
G-15498		
SCO5074		
HS02015		
G-15274		
G-44615		
RHA1_RO10134		
HS06771	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000140905'>ENSG00000140905</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GCSH'>GCSH</a>"
EG11540		
G-11644		
MTR.40725.1.S1_AT		
G-17746		
YPL227C		
G-12134		
CHRECP031		
G-55116		
MGI:1859310		
G-204		
YOR128C		
YBR126C		
BSU38290		
G-7281		
HS16863		
AT5G07200		
YNR019W		
G-12550		
BSU35680		
G-10196		
HS15524	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167118'>ENSG00000167118</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC2668'>MGC2668</a>"
G-34487		
YMR208W		
G-14618		
BSU33400		
G-9464		
HS14042	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000144647'>ENSG00000144647</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ14566'>FLJ14566</a>"
G-43803		
YML019W		
G185E-4233		
BSU22470		
G-10680		
HS13433	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132570'>ENSG00000132570</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=DCOHM'>DCOHM</a>"
G-9461		
YLR153C		
G-43800		
BSU13740		
G-9995		
HS12255		
G-10676		
YKL152C		
G-15059		
BSU10550		
G-11131		
HP1325		
G-44182		
YJL071W		
G-15479		
AT5G63400		
HS01735	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000091483'>ENSG00000091483</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FH'>FH</a>"
HP0106		
G-44596		
YIL053W		
HS06563	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138796'>ENSG00000138796</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=HADHSC'>HADHSC</a>"
AT5G38710		
G-11602		
GIO2-226		
G-17721		
YGL234W		
G-12107		
AT5G09660		
G-55096		
G7247		
G-195		
YER015W		
AT1G78500		
AT4G23600		
SYNPCC7942_0690		
G66-33018	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000335155'>ENST00000335155</a>"	
G-6841		
YDR072C		
AT4G39940		
AT4G02780		
G-12531		
G3O-34274		
G-341		
YBR229C		
G-14594		
AT3G46940		
G-9445		
G3O-33618		
G-43784		
VC1456		
G-10174		
AT3G11980		
G-9968		
G3O-32728		
G-10659		
SYNPCC7942_2322		
G-15043		
AT2G44050		
G-11114		
G3O-31428		
G-44165		
SYNPCC7942_1982		
G-15462		
AT2G31360		
HS01466		
G3O-30409		
G-44580		
SYNPCC7942_1345		
HS06410		
AT1G70580		
G-11584		
G3O-29201		
G-17705		
SYNPCC7942_1174		
G-12087		
AT1G48320		
G-55071		
G18NG-10184		
G-185		
SYNPCC7942_0655		
AT1G74100		
AT1G06490		
REUT_A1585		
G185E-6398		
G-667		
SYNPCC7942_0332		
AT4G34650		
G185E-4694		
G-12510		
SCO6274		
G-3285		
G-55193		
G-14570		
SCO2784		
G-9424		
G-15266		
G-43767		
RHA1_RO08167		
G-10157		
EG11383		
G-9948		
MGI:94876		
G-10634		
YPL096W		
G-15026		
BSU39750		
G-44149		
MGI:1316649		
G-15444		
YOR085W		
HS01269		
BSU38150		
G-44563		
HS16294		
G-11101		
YNL219C		
HS06130	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000136213'>ENSG00000136213</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=C4S-2'>C4S-2</a>"
BSU35600		
G-11567		
HS15203	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164494'>ENSG00000164494</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC57107'>LOC57107</a>"
G-17689		
YMR149W		
G-55052		
BSU30240		
G-18088		
HS13919	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142102'>ENSG00000142102</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ22635'>FLJ22635</a>"
AT1G68000		
YLR395C		
HS11695		
BSU18150		
G-6405		
HS13249		
G-12074		
YLR058C		
AT4G30530		
BSU13600		
G-12490		
HS12087		
G-3203		
YKL140W		
G-14542		
BSU10140		
G-9399		
HP0773		
G-43751		
YIR038C		
G-10141		
AT5G57190		
G-9931		
HP0094		
G-10610		
YHR174W		
G-15011		
AT5G35360		
G-44133		
GIO2-1181		
G-15429		
YGL191W		
HS01046	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000071967'>ENSG00000071967</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ23462'>FLJ23462</a>"
AT5G03650		
G-44545		
G7058		
G-11077		
YEL002C		
HS05938		
AT4G21470		
G-11551		
G66-31698	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000398250'>ENST00000398250</a>"	
G-17672		
YDL215C		
G-55036		
AT3G63250		
G-18072		
G3O-34137		
AT1G62430		
YBR149W		
HS11144	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000177239'>ENSG00000177239</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN1B1'>MAN1B1</a>"
AT3G26830		
G-6082		
G3O-33466		
G-12058		
VC0774		
AT4G25100		
AT3G06860		
G-12468		
G3O-32610		
G-3141		
SYNPCC7942_2296		
G-9347		
AT2G41880		
G-43734		
G3O-31303		
G-10121		
SYNPCC7942_1976		
G-9912		
AT2G22980		
G-14515		
G3O-30162		
G-10590		
SYNPCC7942_1322		
G-14995		
AT1G66280		
G-44117		
G3O-29150		
G-15414		
SYNPCC7942_1054		
HS00894	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000067057'>ENSG00000067057</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKP'>PFKP</a>"
AT1G43670		
G-44525		
G185E-8103		
G-11049		
SYNPCC7942_0579		
HS05660	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000132600'>ENSG00000132600</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ10640'>FLJ10640</a>"
AT1G02880		
G-11530		
G185E-6255		
G-17658		
SYNPCC7942_0326		
G-55018		
G185E-4244		
G-18056		
SCO6266		
AT1G53500		
G-3403		
HS10869	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000175040'>ENSG00000175040</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CHST2'>CHST2</a>"
RHA1_RO10214		
G-5925		
G-12149		
G-12042		
RHA1_RO08163		
AT4G17190		
EG11292		
G-12443		
MGI:2444110		
G-303		
YOR377W		
G-9311		
BSU39720		
G-43716		
MGI:1277124		
G-10101		
YOR002W		
G-9895		
BSU37540		
G-14499		
HS16226	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173566'>ENSG00000173566</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ22494'>FLJ22494</a>"
G-10569		
YNL052W		
G-14979		
BSU35570		
G-44101		
HS14850	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000161048'>ENSG00000161048</a>"	
HS00626	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000049759'>ENSG00000049759</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L'>NEDD4L</a>"
YMR062C		
G-44505		
BSU29590		
G-11029		
HS13809	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000139977'>ENSG00000139977</a>"	
HS05502		
BSU15550		
G-15399		
HS13124	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124370'>ENSG00000124370</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MCEE'>MCEE</a>"
G-11508		
YLR028C		
G-17643		
BSU13570		
G-55002		
HS11961		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A2'>MAN2A2</a>"
AT1G43710		
YKL029C		
HS10601		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ADH5'>ADH5</a>"
BSU08790		
G-58291		
HP0421		
G-12021		
YIR031C		
AT4G13770		
AT5G52560		
G-12426		
HP0027		
G-297		
YHR018C		
G-9269		
AT5G25620		
G-43699		
GCQD-1679		
G-10086		
YGL067W		
G-9864		
AT4G38240		
G-14473		
G6988		
G-10545		
YDR399W		
G-14960		
AT4G18550		
G-44083		
G66-30734	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENST00000331373'>ENST00000331373</a>"	
HS00459	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000027847'>ENSG00000027847</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=B4GALT7'>B4GALT7</a>"
YDL095W		
G-44484		
AT3G57520		
G-11011		
G3O-34097		
HS05368	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130309'>ENSG00000130309</a>"	
YBR035C		
G-15371		
AT3G25810		
G-11492		
G3O-33154		
G-17628		
VC0771		
G-54987		
AT3G04870		
AT1G21640		
G3O-32181		
HS10353		
SYNPCC7942_2117		
G-58275		
AT2G39800		
G-12003		
G3O-31120		
AT4G02580		
SYNPCC7942_1705		
G-18025		
AT2G17130		
G-12410		
G3O-29801		
G-289		
SYNPCC7942_1240		
G-9238		
AT1G65860		
G-10069		
G3O-29006		
G-9831		
SYNPCC7942_1048		
G-1385		
AT1G32900		
G-10525		
G185E-7767		
G-434		
SYNPCC7942_0485		
G-14944		
ACIAD0832		
G-44067		
G185E-5506		
HS00333	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000012232'>ENSG00000012232</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=EXTL3'>EXTL3</a>"
SYNPCC7942_0294		
G-44468		
G12WB-3449		
G-10996		
SCO5091		
HS05179	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128311'>ENSG00000128311</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=TST'>TST</a>"
G-3205		
G-15351		
RHA1_RO10211		
G-11471		
G-11347		
G-17610		
RHA1_RO08060		
G-54971		
RHA1_RO08057		
AT1G16400		
EG11166		
HS10082		
MGI:2135760		
G-58258		
YOR251C		
G-11978		
BSU39670		
AT3G59050		
MGI:108074		
G-18009		
YOL066C		
G-12396		
BSU35750		
G-273		
HS16090	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000172469'>ENSG00000172469</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ12838'>FLJ12838</a>"
G-9208		
YMR297W		
G-10053		
BSU35530		
G-9814		
HS14634	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000156795'>ENSG00000156795</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ10204'>FLJ10204</a>"
G-131		
YMR006C		
G-10504		
BSU28720		
G-4181		
HS13658	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137074'>ENSG00000137074</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=APTX'>APTX</a>"
G-14915		
YLR307W		
G-44051		
BSU15500		
HS00077	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000001631'>ENSG00000001631</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=CCM1'>CCM1</a>"
HS13020		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=C1orf19'>C1orf19</a>"
G-10979		
YKR072C		
HS04858	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000125166'>ENSG00000125166</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GOT2'>GOT2</a>"
BSU11700		
G-15332		
HS11950		
G-11453		
YJR117W		
G-44455		
BSU05900		
G-168		
HP0326		
G-544		
YIL160C		
AT1G09940		
AT5G48230		
HS09820		
GQT-4892		
G-11958		
YGR227W		
AT3G51820		
AT5G23070		
G-17995		
GCEQ-1428		
G-12380		
YGL001C		
G-27217		
AT4G35830		
G-9186		
G6760		
G-10037		
YDR297W		
G-9789		
AT4G14430		
G-1282		
G6425		
G-10483		
YDL045C		
G-402		
AT3G54470		
G-14896		
G3O-34012		
G-44035		
YBL033C		
GQT-1370		
AT3G23580		
G-10963		
G3O-33069		
HS04553		
SYNPCC7942_2526		
G-15316		
AT3G03480		
G-11431		
G3O-32117		
G-44439		
SYNPCC7942_2092		
G-16087		
AT2G38670		
G-526		
G3O-31		
AT1G04620		
SYNPCC7942_1554		
HS09566		
AT2G04450		
G-11939		
G3O-29711		
AT3G44300		
SYNPCC7942_1198		
G-17976		
AT1G62570		
G-12364		
G3O-28923		
G-58229		
SYNPCC7942_0978		
G-27202		
AT1G26810		
G-9162		
G185E-7559		
G-10014		
SYNPCC7942_0424		
G-12796		
G185E-5382		
G-10459		
SYNPCC7942_0143		
G-386		
G-9919		
G-14880		
SCO5087		
G-9773		
G-15961		
G-44019		
RHA1_RO10145		
GIO2-1257		
EG12159		
G-10947		
EG11725		
HS04290	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000182752'>ENSG00000182752</a>"	
Q0275		
G-15300		
YPR183W		
G-11412		
EG10780		
G-44423		
MGI:1924876		
G-16070		
YOR196C		
G-5165		
BSU38520		
AG4		
HS17614	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000181027'>ENSG00000181027</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FKRP'>FKRP</a>"
HS09332	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166123'>ENSG00000166123</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=GPT2'>GPT2</a>"
YOL011W		
G-11922		
BSU35720		
AT3G24220		
HS15951	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000171130'>ENSG00000171130</a>"	
G-17957		
YMR256C		
G-12348		
HS14422	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000152254'>ENSG00000152254</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=IGRP'>IGRP</a>"
G-58212		
YML106W		
G-27186		
BSU25300		
G-9121		
HS13603	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135974'>ENSG00000135974</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC5509'>MGC5509</a>"
EAS34		
YLR284C		
G-12779		
BSU15120		
G-10435		
HS12737	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111300'>ENSG00000111300</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=FLJ13089'>FLJ13089</a>"
G-3771		
YKR009C		
G-14864		
BSU11670		
G-9745		
HS11931		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC221823'>LOC221823</a>"
G-44003		
YJL172W		
G66-37868		
BSU00140		
G-10928		
HP0193		
G-15284		
YIL099W		
G-11394		
AT5G42800		
G-44409		
GQT-2803		
G-16049		
YGR175C		
