"Gene Name"	"Accession-1"	"Left-End-Position"	"Right-End-Position"	"Product"	"Ensembl"	"GeneCards"
HS06868		39822470	39824488	HS06868-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141744'>ENSG00000141744</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PNMT'>PNMT</a>"
HS01440		11839646	11880427	HS01440-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000083444'>ENSG00000083444</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLOD'>PLOD</a>"
HS01185		172277980	172485631	HS01185-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000075651'>ENSG00000075651</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLD1'>PLD1</a>"
HS04039		182226037	182386045	HS04039-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116711'>ENSG00000116711</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PLA2G4A'>PLA2G4A</a>"
HS00906		65596010	65628191	HS00906-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000067225'>ENSG00000067225</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PKM2'>PKM2</a>"
HS07088		151000676	151011857	HS07088-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000143627'>ENSG00000143627</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PKLR'>PKLR</a>"
HS03003		13282962	13305701	HS03003-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000107537'>ENSG00000107537</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHYH'>PHYH</a>"
HS07168		170550964	170558218	HS07168-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000144362'>ENSG00000144362</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOSPHO2'>PHOSPHO2</a>"
HS16266		49780797	49788193	HS16266-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173868'>ENSG00000173868</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHOSPHO1'>PHOSPHO1</a>"
HS01776		120254419	120286849	HS01776-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000092621'>ENSG00000092621</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PHGDH'>PHGDH</a>"
HS01335		62978521	63045494	HS01335-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000079739'>ENSG00000079739</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGM1'>PGM1</a>"
HS05370		18014743	18024387	HS05370-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000130313'>ENSG00000130313</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGLS'>PGLS</a>"
HS10215		49750042	49751295	HS10215-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000170950'>ENSG00000170950</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGK2'>PGK2</a>"
HS02359		74321413	74343972	HS02359-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000102144'>ENSG00000102144</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGK1'>PGK1</a>"
HS08788		95522183	95540663	HS08788-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000163106'>ENSG00000163106</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGDS'>PGDS</a>"
HS06949		10302786	10323850	HS06949-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142657'>ENSG00000142657</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGD'>PGD</a>"
HS09121		43748528	43751382	HS09121-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164708'>ENSG00000164708</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM2'>PGAM2</a>"
HS10286		98419673	98426844	HS10286-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000171314'>ENSG00000171314</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PGAM1'>PGAM1</a>"
HS00894		3069712	3139000	HS00894-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000067057'>ENSG00000067057</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKP'>PFKP</a>"
HS07832		48412358	48439085	HS07832-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000152556'>ENSG00000152556</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKM'>PFKM</a>"
HS06881		42312742	42340025	HS06881-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141959'>ENSG00000141959</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKL'>PFKL</a>"
HS03750		47841750	47877250	HS03750-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114268'>ENSG00000114268</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB4'>PFKFB4</a>"
HS10144		6209204	6241784	HS10144-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000170525'>ENSG00000170525</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB3'>PFKFB3</a>"
HS04690		202936863	202964208	HS04690-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000123836'>ENSG00000123836</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB2'>PFKFB2</a>"
HS08310		52897754	52958675	HS08310-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000158571'>ENSG00000158571</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFKFB1'>PFKFB1</a>"
HS11329		8152596	8173809	HS11329-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000178921'>ENSG00000178921</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PFAS'>PFAS</a>"
HS03889		215627395	215670807	HS03889-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000115425'>ENSG00000115425</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PECR'>PECR</a>"
HS03615		4100933	4120823	HS03615-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PECI'>PECI</a>"
HS08466		41731764	41768907	HS08466-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160209'>ENSG00000160209</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDXK'>PDXK</a>"
HS03310		35616188	35695692	ENSG00000110435-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110435'>ENSG00000110435</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDX1'>PDX1</a>"
HS08790		97073967	97075349	HS08790-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000163114'>ENSG00000163114</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PDHA2'>PDHA2</a>"
HS06840		166251	171954	HS06840-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYT2'>PCYT2</a>"
HS08577		196194345	196243443	HS08577-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000161217'>ENSG00000161217</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCYT1A'>PCYT1A</a>"
HS04385		150006352	150027820	HS04385-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000120265'>ENSG00000120265</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCMT1'>PCMT1</a>"
HS02160		18350844	18360629	HS02160-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000100889'>ENSG00000100889</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK2'>PCK2</a>"
HS04751		55824537	55829883	HS04751-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124253'>ENSG00000124253</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCK1'>PCK1</a>"
HS03736		136720190	136807786	ENSG00000114054-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000114054'>ENSG00000114054</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCB'>PCCB</a>"
HS10893		95128510	95569862	ENSG00000175198-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000175198'>ENSG00000175198</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCCA'>PCCA</a>"
HS09360		71746658	71751757	HS09360-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166228'>ENSG00000166228</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PCBD'>PCBD</a>"
HS10697		68297401	68407248	HS10697-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173599'>ENSG00000173599</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PC'>PC</a>"
HS04006		7830708	7854257	ENSG00000116288-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000116288'>ENSG00000116288</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PARK7'>PARK7</a>"
HS07544		88641329	88729167	HS07544-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPSS2'>PAPSS2</a>"
HS06566		108855902	108962469	HS06566-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138801'>ENSG00000138801</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAPSS1'>PAPSS1</a>"
HS13177		3817486	3855605	HS13177-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000125779'>ENSG00000125779</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PANK2'>PANK2</a>"
HS05155		57301915	57327534	HS05155-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128050'>ENSG00000128050</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=PAICS'>PAICS</a>"
HS06845		21841	39149	HS06845-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HB'>P4HB</a>"
HS04613		73870384	73960010	HS04613-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000122884'>ENSG00000122884</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=P4HA1'>P4HA1</a>"
HS00516		36498916	36568152	HS00516-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000036473'>ENSG00000036473</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OTC'>OTC</a>"
HS02832		44292381	44394863	HS02832-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000105953'>ENSG00000105953</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OGDH'>OGDH</a>"
HS06971		32501674	32541056	HS06971-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142920'>ENSG00000142920</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=ODC-p'>ODC-p</a>"
HS00832		125289587	125311192	HS00832-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000065154'>ENSG00000065154</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAT'>OAT</a>"
HS03402		112895408	112930310	ENSG00000111331-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111331'>ENSG00000111331</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS3'>OAS3</a>"
HS03404		112935537	112968751	ENSG00000111335-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111335'>ENSG00000111335</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS2'>OAS2</a>"
HS01635		112864004	112876964	ENSG00000089127-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000089127'>ENSG00000089127</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=OAS1'>OAS1</a>"
HS09255		12172923	12201626	HS09255-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000165609'>ENSG00000165609</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NUDT5'>NUDT5</a>"
HS05981		86126508	86172195	HS05981-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135318'>ENSG00000135318</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NT5E'>NT5E</a>"
HS02151		14725032	14732705	HS02151-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NP'>NP</a>"
HS03639		44779664	44882440	HS03639-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112992'>ENSG00000112992</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NNT'>NNT</a>"
HS10701		10003486	10045556	HS10701-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173614'>ENSG00000173614</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NMNAT'>NMNAT</a>"
HS00626		55688947	56039174	ENSG00000049759-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000049759'>ENSG00000049759</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NEDD4L'>NEDD4L</a>"
HS06527		116030041	116316066	HS06527-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138653'>ENSG00000138653</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST4'>NDST4</a>"
HS09011		119236230	119457759	HS09011-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164100'>ENSG00000164100</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST3'>NDST3</a>"
HS09410		74665076	74671575	HS09410-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000166507'>ENSG00000166507</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST2'>NDST2</a>"
HS01001		150484892	150530587	HS01001-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000070614'>ENSG00000070614</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NDST1'>NDST1</a>"
HS00931		42882809	42886957	HS00931-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000068120'>ENSG00000068120</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NBP'>NBP</a>"
HS10662		19945965	19962568	HS10662-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000173418'>ENSG00000173418</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=NAT5'>NAT5</a>"
HS06259		128836578	128841922	ENSG00000136997-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000136997'>ENSG00000136997</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MYC'>MYC</a>"
HS07322		49395389	49427304	HS07322-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000146085'>ENSG00000146085</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MUT'>MUT</a>"
HS04756		7869217	7901237	HS04756-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124275'>ENSG00000124275</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTRR'>MTRR</a>"
HS05977		74138185	74177876	ENSG00000135297-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135297'>ENSG00000135297</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTO1'>MTO1</a>"
HS01913		22003764	22132324	HS01913-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000099810'>ENSG00000099810</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MTAP'>MTAP</a>"
HS05177		34030318	34040394	HS05177-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128309'>ENSG00000128309</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MPST'>MPST</a>"
HS13603		104406727	104414698	ENSG00000135974-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135974'>ENSG00000135974</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC5509'>MGC5509</a>"
HS03347		120468779	120564704	ENSG00000110871-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000110871'>ENSG00000110871</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC4767'>MGC4767</a>"
HS08007		12465886	12520998	HS08007-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000154743'>ENSG00000154743</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC2776'>MGC2776</a>"
HS15524		122780169	122799542	ENSG00000167118-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000167118'>ENSG00000167118</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC2668'>MGC2668</a>"
HS11546		239497728	239531946	ENSG00000180902-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000180902'>ENSG00000180902</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC25181'>MGC25181</a>"
HS06064		228646343	228674192	HS06064-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000135778'>ENSG00000135778</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGC13186'>MGC13186</a>"
HS07793		133296819	133494108	HS07793-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000152127'>ENSG00000152127</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT5'>MGAT5</a>"
HS08564		180168684	180177712	HS08564-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000161013'>ENSG00000161013</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT4B'>MGAT4B</a>"
HS01024		97694218	97795493	HS01024-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000071073'>ENSG00000071073</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT4A'>MGAT4A</a>"
HS05168		36467855	36499969	HS05168-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000128268'>ENSG00000128268</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT3'>MGAT3</a>"
HS09725		50087489	50090199	HS09725-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000168282'>ENSG00000168282</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT2'>MGAT2</a>"
HS05528		181203807	181228806	HS05528-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000131446'>ENSG00000131446</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MGAT1'>MGAT1</a>"
HS03371		96231592	96272226	HS03371-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111142'>ENSG00000111142</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=METAP2'>METAP2</a>"
HS08982		100227122	100294201	HS08982-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000164024'>ENSG00000164024</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=METAP1'>METAP1</a>"
HS13735		68430592	68457731	HS13735-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000138621'>ENSG00000138621</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MDS018'>MDS018</a>"
HS07366		74212739	74232175	HS07366-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000146701'>ENSG00000146701</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MDH2'>MDH2</a>"
HS13124		71547640	71568188	HS13124-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000124370'>ENSG00000124370</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MCEE'>MCEE</a>"
HS08751		202568503	202616428	HS08751-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000162889'>ENSG00000162889</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPKAPK2'>MAPKAPK2</a>"
HS03507		35991982	36074949	HS03507-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112062'>ENSG00000112062</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAPK14'>MAPK14</a>"
HS01798		41794572	41864469	HS01798-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000094598'>ENSG00000094598</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAOA'>MAOA</a>"
HS11961				HS11961-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A2'>MAN2A2</a>"
HS03629		109467038	109646755	HS03629-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000112893'>ENSG00000112893</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAN2A1'>MAN2A1</a>"
HS04505		113008362	113035618	ENSG00000121579-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000121579'>ENSG00000121579</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=MAK3P'>MAK3P</a>"
HS09501		23596979	23668696	HS09501-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LYSAL1'>LYSAL1</a>"
HS08566		180165069	180167600	HS08566-MONOMER		"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LTC4S'>LTC4S</a>"
HS03372		96758270	96793025	HS03372-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000111144'>ENSG00000111144</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LTA4H'>LTA4H</a>"
HS08480		44198096	44238408	HS08480-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000160285'>ENSG00000160285</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LSS'>LSS</a>"
HS13873		44325313	44330911	HS13873-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000141349'>ENSG00000141349</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC92579'>LOC92579</a>"
HS06390		108731976	108793072	ENSG00000137760-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000137760'>ENSG00000137760</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC91801'>LOC91801</a>"
HS06936		51963106	51969179	ENSG00000142544-MONOMER	"<a href='http://www.ensembl.org/Homo_sapiens/Gene/Summary?g=ENSG00000142544'>ENSG00000142544</a>"	"<a href='http://www.genecards.org/cgi-bin/carddisp.pl?gene=LOC90353'>LOC90353</a>"
