HMDB,Compound,Reaction,Reaction Name,MetaCyc Gene,HGNC,Ensembl
HMDB00134,FUM,MALEATE-ISOMERASE-RXN,maleate  &harr;  fumarate,G-11923,nicE,NA
HMDB00134,FUM,MALEATE-ISOMERASE-RXN,maleate  &harr;  fumarate,G-43970,vppH,NA
HMDB00134,FUM,TRANS-RXN-106,succinate<sub>[cytosol]</sub> + fumarate<sub>[periplasm]</sub>  &rarr;  fumarate<sub>[cytosol]</sub> + succinate<sub>[periplasm]</sub>,EG11225,dcuA,NA
HMDB00134,FUM,TRANS-RXN-106,succinate<sub>[cytosol]</sub> + fumarate<sub>[periplasm]</sub>  &rarr;  fumarate<sub>[cytosol]</sub> + succinate<sub>[periplasm]</sub>,EG10006,dcuB,NA
HMDB00134,FUM,TRANS-RXN-106,succinate<sub>[cytosol]</sub> + fumarate<sub>[periplasm]</sub>  &rarr;  fumarate<sub>[cytosol]</sub> + succinate<sub>[periplasm]</sub>,G6347,dcuC,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT5G66760,SDH1,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,YKL148C,SDH1,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT5G40650,SDH2,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,YLL041C,SDH2,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,YKL141W,SDH3,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT5G09600,SDH3-1,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT4G32210,SDH3-2,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT2G46505,SDH4,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,YDR178W,SDH4,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT1G47420,SDH5,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT1G08480,SDH6,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT3G47833,SDH7-1,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT5G62575,SDH7-2,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,AT2G46390,SDH8,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,HS01106,SDHA,ENSG00000073578
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,EG10931,sdhA,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,G185E-7593,sdhA,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,HS04095,SDHB,ENSG00000117118
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,EG10932,sdhB,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,HS07014,SDHC,ENSG00000143252
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,EG10933,sdhC,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,HS07690,SDHD,NA
HMDB00134,FUM,SUCCINATE-DEHYDROGENASE-UBIQUINONE-RXN,succinate<SUB>[in]</SUB> + a ubiquinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an ubiquinol<SUB>[membrane]</SUB>,EG10934,sdhD,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT5G66760,SDH1,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,YKL148C,SDH1,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT5G40650,SDH2,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,YLL041C,SDH2,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,YKL141W,SDH3,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT5G09600,SDH3-1,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT4G32210,SDH3-2,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT2G46505,SDH4,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,YDR178W,SDH4,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT1G47420,SDH5,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT1G08480,SDH6,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT3G47833,SDH7-1,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT5G62575,SDH7-2,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,AT2G46390,SDH8,NA
HMDB00134,FUM,RXN-14971,succinate<SUB>[in]</SUB> + an electron-transfer quinone<SUB>[membrane]</SUB>  &rarr;  fumarate<SUB>[in]</SUB> + an electron-transfer quinol<SUB>[membrane]</SUB>,G185E-7593,sdhA,NA
HMDB00134,FUM,RXN-12153,succinylo-toyocamycin phosphate  &rarr;  toyocamycin phosphate + fumarate,G-12514,toyF,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-534,bssA,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-537,bssA,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-535,bssB,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-538,bssB,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-536,bssC,NA
HMDB00134,FUM,RXN-863,toluene + fumarate  &rarr;  (<i>R</i>)-2-benzylsuccinate,G-539,bssC,NA
HMDB00123,GLY,RXN-15310,(2-amino-1-hydroxyethyl)phosphonate + oxygen  &rarr;  glycine + phosphate + 2 H<SUP>+</SUP>,G-17967,phnZ,NA
HMDB00123,GLY,RXN-11768,(3<i>R</i>)-3-hydroxy-D-aspartate  =  glycine + glyoxylate,G-12257,dhaa,NA
HMDB00123,GLY,3-HYDROXYASPARTATE-ALDOLASE-RXN,(3<i>S</i>)-3-hydroxy-D-aspartate  =  glycine + glyoxylate,G-12257,dhaa,NA
HMDB00123,GLY,RXN-17368,(S)-4-deoxygadusol + glycine + ATP  &rarr;  mycosporine glycine + ADP + phosphate + 2 H<SUP>+</SUP>,G-44385,Ava_3856,NA
HMDB00123,GLY,RXN-14651,2 glycine<sub>[out]</sub> + 2 H<SUP>+</SUP><sub>[out]</sub>  &harr;  2 glycine<sub>[in]</sub> + 2 H<SUP>+</SUP><sub>[in]</sub>,AT1G58360,At1g58360,NA
HMDB00123,GLY,GLYCINE-AMINOTRANSFERASE-RXN,2-oxoglutarate + glycine  &harr;  L-glutamate + glyoxylate,AGT1,AGT1,NA
HMDB00123,GLY,GLYCINE-AMINOTRANSFERASE-RXN,2-oxoglutarate + glycine  &harr;  L-glutamate + glyoxylate,AT1G23310,AOAT1,NA
HMDB00123,GLY,GLYCINE-AMINOTRANSFERASE-RXN,2-oxoglutarate + glycine  &harr;  L-glutamate + glyoxylate,AT1G70580,AOAT2,NA
HMDB00123,GLY,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10614,dhbB,NA
HMDB00123,GLY,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10623,dhbE,NA
HMDB00123,GLY,RXN-9374,"3 2,3-dihydroxybenzoate + 3 glycine + 3 L-threonine + 6 ATP  &rarr;  bacillibactin + 6 AMP + 6 diphosphate + 3 H<SUP>+</SUP> + 3 H<sub>2</sub>O",G-10624,dhbF,NA
HMDB00123,GLY,RXN-15983,3 <i>N</i><sup>5</sup>-acetyl-<i>N</i><sup>5</sup>-hydroxy-L-ornithine + 3 glycine + Fe<SUP>3+</SUP> + 3 ATP  &rarr;  ferrichrome + 3 AMP + 3 diphosphate + 3 H<sub>2</sub>O + 6 H<SUP>+</SUP>,G-43714,Sid2,NA
HMDB00123,GLY,RXN-15951,3 methylglutaconyl hydroxy ornithine + 3 ATP + glycine + 2 L-serine + Fe<SUP>3+</SUP>  &rarr;  ferrichrome A + 3 AMP + 3 diphosphate + 3 H<sub>2</sub>O + 3 H<SUP>+</SUP>,G-43712,Fer3,NA
HMDB00123,GLY,RXN-15682,"3-benzyl-3,6 -bis(cysteinylglycine)- 6-(hydroxymethyl)-diketopiperazine + 2 H<sub>2</sub>O  &rarr;  3-benzyl-3,6 -bis(cysteinyl)- 6-(hydroxymethyl)-diketopiperazine + 2 glycine",G-34559,gliJ,NA
HMDB00123,GLY,RXN-17172,3-hydroxyquinaldyl-[acyl-carrier protein] + L-cysteine + glycine + non-ribosomal peptide synthase + 2 ATP  &rarr;  3-hydroxyquinaldyl-D-cysteinyl-glycyl-[non-ribosomal peptide synthase] + a <i>holo</i>-[acyl-carrier protein] + 2 AMP + 2 diphosphate + 2 H<SUP>+</SUP>,G-44309,tioR,NA
HMDB00123,GLY,RXN-13328,4-aminobutanoate + glyoxylate  &harr;  succinate semialdehyde + glycine,AT3G22200-LER,POP2,NA
HMDB00123,GLY,RXN-13677,4-hydroxy-2-nonenal-[Cys-Gly] conjugate + H<sub>2</sub>O  &rarr;  4-hydroxy-2-nonenal-[L-Cys] conjugate + glycine,G-7622,Anpep,NA
HMDB00123,GLY,RXN-13677,4-hydroxy-2-nonenal-[Cys-Gly] conjugate + H<sub>2</sub>O  &rarr;  4-hydroxy-2-nonenal-[L-Cys] conjugate + glycine,G-7641,LAP3,NA
HMDB00123,GLY,RXN0-6563,4-hydroxy-L-threonine  &harr;  glycolaldehyde + glycine,G6455,ltaE,NA
HMDB00123,GLY,GLYRIBONUCSYN-RXN,5-phospho-&beta;-D-ribosylamine + ATP + glycine  &rarr;  ADP + <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide + phosphate + H<SUP>+</SUP>,YGL234W,"ADE5,7",NA
HMDB00123,GLY,GLYRIBONUCSYN-RXN,5-phospho-&beta;-D-ribosylamine + ATP + glycine  &rarr;  ADP + <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide + phosphate + H<SUP>+</SUP>,HS08358,GART,ENSG00000159131
HMDB00123,GLY,GLYRIBONUCSYN-RXN,5-phospho-&beta;-D-ribosylamine + ATP + glycine  &rarr;  ADP + <i>N</i><sup>1</sup>-(5-phospho-&beta;-D-ribosyl)glycinamide + phosphate + H<SUP>+</SUP>,EG10792,purD,NA
HMDB00123,GLY,GLYCINE-N-METHYLTRANSFERASE-RXN,<i>S</i>-adenosyl-L-methionine + glycine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + sarcosine + H<SUP>+</SUP>,G-6521,AB094497,NA
HMDB00123,GLY,GLYCINE-N-METHYLTRANSFERASE-RXN,<i>S</i>-adenosyl-L-methionine + glycine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + sarcosine + H<SUP>+</SUP>,G-6501,AF216281,NA
HMDB00123,GLY,GLYCINE-N-METHYLTRANSFERASE-RXN,<i>S</i>-adenosyl-L-methionine + glycine  &rarr;  <i>S</i>-adenosyl-L-homocysteine + sarcosine + H<SUP>+</SUP>,G-6503,AF216283,NA
HMDB00123,GLY,RXN0-7082,"a 2-thiouridine<sup>34</sup> in tRNA + GTP + glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O  &rarr;  a 5-carboxymethylaminomethyl-2-thiouridine in tRNA + GDP + a 7,8-dihydrofolate + phosphate",EG10997,mnmE,NA
HMDB00123,GLY,RXN0-7082,"a 2-thiouridine<sup>34</sup> in tRNA + GTP + glycine + a 5,10-methylene-tetrahydrofolate + H<sub>2</sub>O  &rarr;  a 5-carboxymethylaminomethyl-2-thiouridine in tRNA + GDP + a 7,8-dihydrofolate + phosphate",EG10375,mnmG,NA
HMDB00123,GLY,RXN-17073,a 3-hydroxy-4-methyl-anthranilyl-L-threonyl-D-valyl-[AcmD acyl-carrier protein] + L-valine + L-proline + glycine + 2 <i>S</i>-adenosyl-L-methionine + 3 ATP  &rarr;  3-hydroxy-4-methyl-anthranilate pentapeptide lactone + 2 <i>S</i>-adenosyl-L-homocysteine + a <i>holo</i>-[AcmD acyl-carrier protein] + 3 ADP + 3 phosphate + 5 H<SUP>+</SUP>,G-44212,acmC,NA
HMDB00123,GLY,RXN-12532,a glutathione-toxin conjugate + H<sub>2</sub>O  &rarr;  a [Glu-Cys]-S-conjugate + glycine,AT5G44070,PCS1,NA
HMDB00123,GLY,RXN-16665,"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>",G7073,ldtA,NA
HMDB00123,GLY,RXN-16665,"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>",G6422,ldtB,NA
HMDB00123,GLY,RXN-16665,"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>",G6571,ldtC,NA
HMDB00123,GLY,RXN-16665,"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>",EG11253,ldtD,NA
HMDB00123,GLY,RXN-16665,"a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<I>meso</I>-2,6-diaminopimeloyl-D-alanine) tetrapeptide<SUB>[periplasm]</SUB> + glycine<SUB>[periplasm]</SUB>  &rarr;  a nascent peptidoglycan with (L-alanyl-&gamma;-D-glutamyl-<i>meso</i>-2,6-diaminopimeloyl-glycine) tetrapeptide<SUB>[periplasm]</SUB> + D-alanine<SUB>[periplasm]</SUB>",G6904,ldtE,NA
HMDB00123,GLY,GLYCINE--TRNA-LIGASE-RXN,a tRNA<SUP>gly</SUP> + glycine + ATP  &rarr;  a glycyl-[tRNA<SUP>gly</SUP>] + AMP + diphosphate,EG10409,glyQ,NA
HMDB00123,GLY,GLYCINE--TRNA-LIGASE-RXN,a tRNA<SUP>gly</SUP> + glycine + ATP  &rarr;  a glycyl-[tRNA<SUP>gly</SUP>] + AMP + diphosphate,EG10410,glyS,NA
HMDB00123,GLY,RXN0-7068,"a uridine<sup>34</sup> in tRNA + GTP + a 5,10-methylene-tetrahydrofolate + glycine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  a 5-carboxymethylaminomethyluridine in tRNA + GDP + a 7,8-dihydrofolate + a reduced electron acceptor + phosphate + 2 H<SUP>+</SUP>",EG10997,mnmE,NA
HMDB00123,GLY,RXN0-7068,"a uridine<sup>34</sup> in tRNA + GTP + a 5,10-methylene-tetrahydrofolate + glycine + an oxidized electron acceptor + H<sub>2</sub>O  &rarr;  a 5-carboxymethylaminomethyluridine in tRNA + GDP + a 7,8-dihydrofolate + a reduced electron acceptor + phosphate + 2 H<SUP>+</SUP>",EG10375,mnmG,NA
HMDB00123,GLY,RXN-6642,a [Cys-Gly]-<i>S</i>-conjugate + H<sub>2</sub>O  &rarr;  an L-cysteine-<i>S</i>-conjugate + glycine,G-7622,Anpep,NA
HMDB00123,GLY,RXN-6642,a [Cys-Gly]-<i>S</i>-conjugate + H<sub>2</sub>O  &rarr;  an L-cysteine-<i>S</i>-conjugate + glycine,G-7641,LAP3,NA
HMDB00123,GLY,RXN-7566,acetyl phosphate + ammonium + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  glycine + a reduced thioredoxin + phosphate + H<SUP>+</SUP>,G-9995,grdA,NA
HMDB00123,GLY,RXN-7566,acetyl phosphate + ammonium + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  glycine + a reduced thioredoxin + phosphate + H<SUP>+</SUP>,G-9997,grdB,NA
HMDB00123,GLY,RXN-7566,acetyl phosphate + ammonium + an oxidized thioredoxin + H<sub>2</sub>O  &larr;  glycine + a reduced thioredoxin + phosphate + H<SUP>+</SUP>,G-9996,grdC,NA
HMDB00123,GLY,RXN-9851,chenodeoxycholoyl-CoA + glycine  &rarr;  glycochenodeoxycholate + coenzyme A + H<SUP>+</SUP>,G-10929,Baat,NA
HMDB00123,GLY,GLYCINE-N-CHOLOYLTRANSFERASE-RXN,choloyl-CoA + glycine  &rarr;  glycocholate + coenzyme A + H<SUP>+</SUP>,G-10929,Baat,NA
HMDB00123,GLY,RXN-9702,D-allothreonine  =  glycine + acetaldehyde,EG10408,glyA,NA
HMDB00123,GLY,RXN0-5234,DL-allothreonine  &rarr;  acetaldehyde + glycine,EG10408,glyA,NA
HMDB00123,GLY,RXN-12529,glutathione + homoglutathione  &rarr;  &gamma;-Glu-Cys-&gamma;-Glu-Cys-&beta;-Ala + glycine,G-14597,PCS1,NA
HMDB00123,GLY,RXN-12529,glutathione + homoglutathione  &rarr;  &gamma;-Glu-Cys-&gamma;-Glu-Cys-&beta;-Ala + glycine,G-12589,PCS1,NA
HMDB00123,GLY,GLUTATHIONE-SYN-RXN,glycine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  glutathione + ADP + phosphate + H<SUP>+</SUP>,G-7662,gsa1,NA
HMDB00123,GLY,GLUTATHIONE-SYN-RXN,glycine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  glutathione + ADP + phosphate + H<SUP>+</SUP>,AT5G27380,GSH2,NA
HMDB00123,GLY,GLUTATHIONE-SYN-RXN,glycine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  glutathione + ADP + phosphate + H<SUP>+</SUP>,EG10419,gshB,NA
HMDB00123,GLY,GLUTATHIONE-SYN-RXN,glycine + &gamma;-L-glutamyl-L-cysteine + ATP  &rarr;  glutathione + ADP + phosphate + H<SUP>+</SUP>,HS02174,GSS,ENSG00000100983
HMDB00123,GLY,1.4.99.5-RXN,glycine + 2 acceptors  =  hydrogen cyanide + CO<SUB>2</SUB> + 2 reduced acceptors,G-6163,hcnA,NA
HMDB00123,GLY,1.4.99.5-RXN,glycine + 2 acceptors  =  hydrogen cyanide + CO<SUB>2</SUB> + 2 reduced acceptors,G-6164,hcnB,NA
HMDB00123,GLY,1.4.99.5-RXN,glycine + 2 acceptors  =  hydrogen cyanide + CO<SUB>2</SUB> + 2 reduced acceptors,G-6165,hcnC,NA
HMDB00123,GLY,RXN-16726,glycine + a <i>holo</i>-[SfmB peptidyl-carrier-protein] + ATP  &rarr;  a glycyl-[SfmB peptidyl-carrier-protein] + AMP + diphosphate,G-44049,sfmB,NA
HMDB00123,GLY,GCVMULTI-RXN,"glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH",G-9892,AMT,NA
HMDB00123,GLY,GCVMULTI-RXN,"glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH",AT2G35120,AT2G35120,NA
HMDB00123,GLY,GCVMULTI-RXN,"glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH",AT2G35370,AT2G35370,NA
HMDB00123,GLY,GCVMULTI-RXN,"glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH",G-9894,DLD,NA
HMDB00123,GLY,GCVMULTI-RXN,"glycine + a tetrahydrofolate + NAD<sup>+</sup>  &harr;  a 5,10-methylene-tetrahydrofolate + ammonium + CO<SUB>2</SUB> + NADH",G-9893,GCSH,NA
