pathwayID	Name	Matches
PWY-7159	"3,8-divinyl-chlorophyllide <i>a</i> biosynthesis III (aerobic, light independent)"	"RXN-5283, RXN-5284, RXN-17485, RXN1F-20, RXN0-1461, RXN-5282, RXN-MG-PROTOPORPHYRIN-METHYLESTER-SYN, PROTOPORGENOXI-RXN, UROGENDECARBOX-RXN"
PWY-7521	3-(4-sulfophenyl)butanoate degradation	"RXN-15636, RXN-15637, RXN-15638"
PWY-7064	3-amino-3-phenylpropanoyl-CoA biosynthesis	"RXN-13485, RXN-13484"
PWY-7304	"3-amino-4,7-dihydroxy-coumarin biosynthesis"	"RXN-14665, RXN-14664, RXN-14548, RXN-14666, RXN-14663"
PWY-5979	3-amino-5-hydroxybenzoate biosynthesis	"RXN-9584, RXN-9585, RXN-9587, RXN-9586, RXN-9583, RXN-9582, RXN-9581"
PWY-6451	3-carene biosynthesis	RXN-8565
PWY-6088	3-chlorobenzoate degradation I (via chlorocatechol)	"RXN-9873, RXN-9871, RXN-9872, RXN-9874"
PWY-6216	3-chlorobenzoate degradation II (via protocatechuate)	"RXN-10422, RXN-10421, RXN-10424, RXN-10423, RXN-10425, RXN-10426"
PWY-6228	3-chlorobenzoate degradation III (via gentisate)	"RXN-10448, 3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN"
PWY-6089	3-chlorocatechol degradation I (<i>ortho</i>)	"RXN-9867, RXN-9894, RXN-9860, MALEYLACETATE-REDUCTASE-RXN, RXN-9868"
PWY-6193	3-chlorocatechol degradation II (<i>ortho</i>)	"RXN-9867, RXN-10087, RXN-9860, MALEYLACETATE-REDUCTASE-RXN, CARBOXYMETHYLENEBUTENOLIDASE-RXN"
PWY-6214	3-chlorocatechol degradation III (<i>meta</i> pathway)	"RXN-8529, 4.1.1.77-RXN, RXN-10419, RXN-10420"
PWY-6103	3-chlorotoluene degradation I	"RXN-9907, RXN-9906"
PWY-6104	3-chlorotoluene degradation II	"RXN-9910, RXN-9909, RXN-9908"
PWY-6164	3-dehydroquinate biosynthesis I	"3-DEHYDROQUINATE-SYNTHASE-RXN, DAHPSYN-RXN"
PWY-6160	3-dehydroquinate biosynthesis II (archaea)	"RXN-10032, RXN-10031, RXN-8075, RXN-10054, RXN-10053"
PWY-7303	3-dimethylallyl-4-hydroxybenzoate biosynthesis	"RXN-14670, RXN-14671, RXN-14631, PREPHENATEDEHYDROG-RXN"
PWY-7717	3-hydroxy-4-methyl-anthranilate biosynthesis I	"RXN-17069, RXN-17072, ARYLFORMAMIDASE-RXN, RXN-17068, KYNURENINE-3-MONOOXYGENASE-RXN, RXN-8665"
PWY-7765	3-hydroxy-4-methyl-anthranilate biosynthesis II	"RXN-17500, ARYLFORMAMIDASE-RXN, RXN-17499, KYNURENINE-3-MONOOXYGENASE-RXN, RXN-8665"
PWY-7649	3-hydroxy-<i>L</i>-homotyrosine biosynthesis	"RXN-16494, RXN-16495, RXN-16496, RXN-16493, RXN-16497"
PWY-5743	3-hydroxypropanoate cycle	"MALYL-COA-LYASE-RXN, METHYLMALONYL-COA-EPIM-RXN, METHYLMALONYL-COA-MUT-RXN, RXN-9086, RXN-8974, RXN-6383, RXN-8963, BIOTIN-CARBOXYL-RXN, RXN0-5055, PROPIONYL-COA-CARBOXY-RXN, RXN0-5224, RXN-9087, RXN-8964"
PWY-5789	3-hydroxypropanoate/4-hydroxybutanate cycle	"RXN-11667, RXN-11662, METHYLMALONYL-COA-EPIM-RXN, METHYLMALONYL-COA-MUT-RXN, ACETYL-COA-ACETYLTRANSFER-RXN, RXN-9086, RXN-8974, RXN-6383, RXN-8963, RXN-9092, RXN-11002, RXN-8890, BIOTIN-CARBOXYL-RXN, RXN0-5055, PROPIONYL-COA-CARBOXY-RXN, RXN0-5224, RXN-9087, RXN-8891"
PWY-7733	3-hydroxyquinaldate biosynthesis	"RXN-17151, RXN-17142, RXN-17150, RXN-17149, RXN-17143, RXN-17146, RXN-17148, RXN-17147"
PWY-6511	3-methylarginine biosynthesis	"RXN-11456, RXN-11457, RXN-7564"
PWY-6871	3-methylbutanol biosynthesis (engineered)	"RXN-8991, 3-ISOPROPYLMALDEHYDROG-RXN, RXN-7800, 3-ISOPROPYLMALISOM-RXN, 2-ISOPROPYLMALATESYN-RXN, RXN-7693, RXN-7692"
PWY-721	3-methylquinoline degradation	"RXN-642, RXN-645, RXN-641, RXN-643, RXN-644"
PWY-5389	3-methylthiopropanoate biosynthesis	R146-RXN
PWY-2361	3-oxoadipate degradation	"3-OXOADIPATE-COA-TRANSFERASE-RXN, RXN-3641"
HCAMHPDEG-PWY	3-phenylpropanoate and 3-(3-hydroxyphenyl)propanoate degradation to 2-oxopent-4-enoate	"MHPCHYDROL-RXN, RXN-13463, 1.13.11.16-RXN, MHPHYDROXY-RXN, PHENPRODIOLDEHYDROG-RXN, HCAMULTI-RXN"
P281-PWY	3-phenylpropanoate degradation	"RXN-10445, R244-RXN, R246-RXN, MALEYLPYRUVATE-ISOMERASE-RXN, RXN-2006, R241-RXN, R242-RXN, R243-RXN, 1.14.13.58-RXN, GENTISATE-12-DIOXYGENASE-RXN"
PWY-6352	3-phosphoinositide biosynthesis	"RXN-10938, 2.7.1.153-RXN, 2.7.1.68-RXN, 2.7.1.154-RXN, 2.7.1.150-RXN, 2.7.8.11-RXN, 1-PHOSPHATIDYLINOSITOL-KINASE-RXN, 1-PHOSPHATIDYLINOSITOL-3-KINASE-RXN"
PWY-6368	3-phosphoinositide degradation	"3.1.3.67-RXN, RXN-10036, PHOSPHATIDYLINOSITOL-BISPHOSPHATASE-RXN, RXN-9779, RXN-10961, RXN-10947, 3.1.3.66-RXN, PHOSPHATIDYLINOSITOL-3-PHOSPHATASE-RXN, RXN-10962"
PWY-6634	3-sulfopropanediol degradation	"RXN-11727, RXN-11729, RXN-11728"
PWY-7705	4'-methoxyviridicatin biosynthesis	"RXN-16982, RXN-16980, RXN-16981, RXN-16979"
PWY-6767	"4,4'-diapolycopenedioate biosynthesis"	"RXN-9303, RXN-12263, RXN-12225, RXN-12260, RXN-9305, RXN-12223, RXN-12258, RXN-9304, RXN-9301"
PWY-6093	"4,5-dichlorocatechol degradation"	"RXN-18365, RXN-9885, RXN-18364, RXN-9886, RXN-17092, MALEYLACETATE-REDUCTASE-RXN, RXN-9884, RXN-9887"
PWY-6890	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis	"PYRIMSYN3-RXN, PYRIMSYN1-RXN"
PWY-7282	4-amino-2-methyl-5-diphosphomethylpyrimidine biosynthesis (yeast)	"RXN-14507, PYRIMSYN3-RXN, RXN-14506, PRPPAMIDOTRANS-RXN, PNKIN-RXN, PYRIDOXKIN-RXN, PYRIDOXINE-4-DEHYDROGENASE-RXN, PNPOXI-RXN, RXN3O-3797"
PWY-7006	4-amino-3-hydroxybenzoate degradation	"RXN-8529, RXN-8527, RXN-13135, RXN-10883, 4.1.1.77-RXN, RXN-13134"
PWY-6543	4-aminobenzoate biosynthesis	"ADCLY-RXN, PABASYN-RXN"
PWY-6535	4-aminobutanoate degradation I	"GABATRANSAM-RXN, SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"
PWY-6537	4-aminobutanoate degradation II	"GABATRANSAM-RXN, SUCCSEMIALDDEHYDROG-RXN"
PWY-6536	4-aminobutanoate degradation III	"GABATRANSAM-RXN, RXN0-5293"
PWY-6473	4-aminobutanoate degradation IV	"RXN-6902, SUCCINATE-SEMIALDEHYDE-DEHYDROGENASE-RXN"
PWY-5022	4-aminobutanoate degradation V	"GABATRANSAM-RXN, 4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN, RXN-8890, RXN-8889, R11-RXN, BUTYRYL-COA-DEHYDROGENASE-RXN, GLUTAMATE-DEHYDROGENASE-RXN"
PWY-7081	4-aminophenol degradation	"MALEYLACETATE-REDUCTASE-RXN, RXN-13560, RXN-13561, RXN-10137"
PWY-6086	4-chloro-2-methylphenoxyacetate degradation	"RXN-9866, RXN-9864"
PWY-6215	4-chlorobenzoate degradation	"3.8.1.7-RXN, 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN, 3.1.2.23-RXN, 6.2.1.33-RXN"
PWY-6087	4-chlorocatechol degradation	"RXN-9892, RXN-9893, MALEYLACETATE-REDUCTASE-RXN, RXN-9870, CARBOXYMETHYLENEBUTENOLIDASE-RXN"
PWY-5645	4-chloronitrobenzene degradation	"RXN-8837, RXN-8838, RXN-10245, RXN-10246, RXN-8835, RXN-18438, RXN-8834, RXN-8836, RXN-10381"
PWY-7046	4-coumarate degradation (anaerobic)	"RXN-11244, RXN-13392, 4-COUMARATE--COA-LIGASE-RXN, RXN-13394, 4-HYDROXYBENZOATE--COA-LIGASE-RXN, OHBENZCOARED-RXN"
PWY-6507	4-deoxy-L-<i>threo</i>-hex-4-enopyranuronate degradation	"DEOXYGLUCONOKIN-RXN, 1.1.1.127-RXN, KDPGALDOL-RXN, RXN-16475, 5.3.1.17-RXN"
PWY-6080	4-ethylphenol degradation (anaerobic)	"RXN-9831, RXN-9833, RXN-9834, RXN-9835, OHBENZCOARED-RXN, RXN-9832"
PWY-6661	4-hydroxy-2(1<i>H</i>)-quinolone biosynthesis	"RXN-17704, RXN-17702, AMINOBENZCOALIG-RXN, RXN-17709, ANTHRANSYN-RXN"
PWY-7112	4-hydroxy-2-nonenal detoxification	"RXN-13675, RXN-13677, RXN-13678, RXN-13673"
PWY-7701	4-hydroxy-4-methyl-L-glutamate biosynthesis	"4.1.3.17-RXN, RXN-16958"
PWY-7002	4-hydroxyacetophenone degradation	"1.2.1.61-RXN, MALEYLACETATE-REDUCTASE-RXN, RXN-13129, RXN-13126, RXN-8740"
PWY-5754	4-hydroxybenzoate biosynthesis I (eukaryotes)	"RXN3O-1118, HYDROXYPHENYLPYRUVATE-REDUCTASE-RXN, 4-COUMARATE--COA-LIGASE-RXN, RXN3O-1120, 3.1.2.23-RXN, TYROSINE-AMINOTRANSFERASE-RXN"
PWY-5755	4-hydroxybenzoate biosynthesis II (microbes)	CHORPYRLY-RXN
PWY-6431	4-hydroxybenzoate biosynthesis IV	"RXN-8871, HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN"
PWY-6435	4-hydroxybenzoate biosynthesis V	"RXN-11244, RXN-11245, 4-COUMARATE--COA-LIGASE-RXN, RXN-11246, 3.1.2.23-RXN"
PWY-6418	4-hydroxycoumarin and dicoumarol biosynthesis	"RXN-13647, RXN-11171"
4-HYDROXYMANDELATE-DEGRADATION-PWY	4-hydroxymandelate degradation	"HYDROXY-MANDELATE-RACEMASE-RXN, 4-HYDROXYMANDELATE-OXY-RXN, HYDROXYBENZOYLFORMATE-DECARBOXYLASE-RXN, HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN, HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN, 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN"
3-HYDROXYPHENYLACETATE-DEGRADATION-PWY	4-hydroxyphenylacetate degradation	"4.1.1.68-RXN, 4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN, HYDROXYHEPTA-DIENEDIOATE-HYDROXY-RXN, CHMS-DEHYDROGENASE-RXN, 1.13.11.15-RXN, RXN-8505, 5.3.3.10-RXN, SUCCSEMIALDDEHYDROG-RXN"
PWY-5886	4-hydroxyphenylpyruvate biosynthesis	TYROSINE-AMINOTRANSFERASE-RXN
PWY-7648	4-methyl-proline biosynthesis	"RXN-16491, RXN-16492, RXN-16490, RXN-16489, RXN-16488"
PWY-6185	4-methylcatechol degradation (<i>ortho</i> cleavage)	"RXN-10086, RXN-10082, RXN-10083, RXN-10080, RXN-10081, 5.4.99.14-RXN, RXN-10085"
PWY-7700	4-methylphenol degradation to protocatechuate	"HYDROXYBENZALDEHYDE-OXIDATION-NADP-RXN, 4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN, RXN-16205, RXN-16204"
PWY-2381	4-nitrobenzoate degradation	"R365-RXN, R364-RXN"
PWY-5487	4-nitrophenol degradation I	"1.2.1.61-RXN, 1.6.5.6-RXN, MALEYLACETATE-REDUCTASE-RXN, RXN-8739, RXN-8740"
PWY-5488	4-nitrophenol degradation II	"1.6.5.7-RXN, MALEYLACETATE-REDUCTASE-RXN, RXN-11965, 4-NITROPHENOL-2-MONOOXYGENASE-RXN, RXN-10137"
P421-PWY	4-nitrotoluene degradation I	"R363-RXN, R362-RXN, R361-RXN"
PWY-5644	4-nitrotoluene degradation II	"RXN-8840, RXN-8831, RXN-8842, RXN-12735, RXN-14412, RXN-8841, RXN-8832, RXN-8829, RXN-8828"
PWY-6041	4-sulfocatechol degradation	"MALEYLACETATE-REDUCTASE-RXN, RXN-9732, RXN-9731, RXN-9733"
4TOLCARBDEG-PWY	4-toluenecarboxylate degradation	"CYDTER-RXN, COLCYD-RXN, TCCOL-RXN"
TOLSULFDEG-PWY	4-toluenesulfonate degradation I	"SYDDEHYD-RXN, 4-SULFOBENZOATE-34-DIOXYGENASE-RXN, SOLDEHYD-RXN, TSMOS-RXN"
PWY-5165	4-toluenesulfonate degradation II	TSDOSALCAL-RXN
PWY-6340	"5,5'-dehydrodivanillate degradation"	"RXN-10895, RXN-10894, RXN-10897, RXN-10896"
PWY-5523	"5,6-dimethylbenzimidazole biosynthesis I (aerobic)"	"FMNREDUCT-RXN, RXN-8771, RIBOFLAVINKIN-RXN"
PWY-7729	"5,6-dimethylbenzimidazole biosynthesis II (anaerobic)"	"RXN-17122, RXN-17123, RXN-17125, RXN-17124"
PWY0-1554	5-(carboxymethoxy)uridine biosynthesis	"RXN0-7067, RXN0-7066"
PWY-7543	5-<i>N</i>-acetylardeemin biosynthesis	"RXN-15762, RXN-15765, RXN-15763"
PWY-6121	5-aminoimidazole ribonucleotide biosynthesis I	"GLYRIBONUCSYN-RXN, PRPPAMIDOTRANS-RXN, GART-RXN, AIRS-RXN, FGAMSYN-RXN"
PWY-6122	5-aminoimidazole ribonucleotide biosynthesis II	"GLYRIBONUCSYN-RXN, PRPPAMIDOTRANS-RXN, GARTRANSFORMYL2-RXN, AIRS-RXN, FGAMSYN-RXN"
PWY-6102	5-chloro-3-methyl-catechol degradation	"RXN-9905, RXN-17091, RXN-9904, RXN-9902"
PWY-7101	5-deoxystrigol biosynthesis	"RXN-13642, RXN-13643, RXN-13641, RXN-13644, RXN-13645"
PWY-7641	5-hexynoate biosynthesis	"RXN-16464, RXN-16467, RXN-16468"
PWY-6995	5-hydroxymethylfurfural degradation	"2-FUROATE--COA-LIGASE-RXN, 2-FUROYL-COA-DEHYDROGENASE-RXN, RXN-13098, RXN-13091, RXN-13092, RXN-15853, RXN-13090, RXN-15852, RXN-13093, RXN-15042"
PWY-7044	5-nitroanthranilate degradation	"RXN-13371, RXN-10445, MALEYLPYRUVATE-ISOMERASE-RXN, RXN-14254, RXN-11730, RXN-14253"
PWY-5161	6'-deoxychalcone metabolism	"RXN-8009, RXN-8011, RXN-8010"
PWY-5061	"6,7,4'-trihydroxyisoflavone biosynthesis"	"RXN-7654, RXN-7656, RXN-7655"
PWY-6920	6-gingerol analog biosynthesis (engineered)	"RXN-14276, RXN-14275, 4-COUMARATE--COA-LIGASE-RXN, RXN-12668, R223-RXN, RXN-12669"
PWY-6835	6-gingerol biosynthesis	RXN-12527
PWY-6147	6-hydroxymethyl-dihydropterin diphosphate biosynthesis I	"H2PTERIDINEPYROPHOSPHOKIN-RXN, H2NEOPTERINALDOL-RXN, DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN, H2NEOPTERINP3PYROPHOSPHOHYDRO-RXN, GTP-CYCLOHYDRO-I-RXN"
PWY-6797	6-hydroxymethyl-dihydropterin diphosphate biosynthesis II (<i>Methanocaldococcus</i>)	"H2PTERIDINEPYROPHOSPHOKIN-RXN, H2NEOPTERINALDOL-RXN, RXN-12357, RXN-12356, RXN-12358, DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN, RXN-10063"
PWY-7539	6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia)	"RXN-15730, H2PTERIDINEPYROPHOSPHOKIN-RXN, H2NEOPTERINALDOL-RXN, DIHYDRONEOPTERIN-MONO-P-DEPHOS-RXN, GTP-CYCLOHYDRO-II-RXN"
PWY-7852	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium)	"H2PTERIDINEPYROPHOSPHOKIN-RXN, RXN-18377, GTP-CYCLOHYDRO-I-RXN"
PWY-7853	6-hydroxymethyl-dihydropterin diphosphate biosynthesis V (<i>Pyrococcus</i>)	"H2PTERIDINEPYROPHOSPHOKIN-RXN, RXN-12356, RXN-18378, RXN-10063"
PWY-4922	6-methoxymellein biosynthesis	"6-HYDROXYMELLEIN-O-METHYLTRANSFERASE-RXN, RXN-7404, RXN-7405"
PWY-5479	6-methoxypodophyllotoxin biosynthesis	"RXN-8736, RXN-8738, RXN-8735, RXN-16344"
PWY-7811	6-methylpretetramide biosynthesis	"RXN-17982, RXN-17987, RXN-17986, RXN-17974, RXN-17985, RXN-17973, RXN-17984, RXN-17983"
PWY-7286	7-(3-amino-3-carboxypropyl)-wyosine biosynthesis	"RXN-14518, RXN-14519, RXN-14516, RXN-14517"
PWY-7155	7-dehydroporiferasterol biosynthesis	"CYCLOARTENOL-SYNTHASE-RXN, RXN-13897, RXN-13895, RXN-4021, CYCLOEUCALENOL-CYCLOISOMERASE-RXN, RXN-13896, RXN-13892, RXN-13891, RXN-13893, RXN-13894"
PWY-7689	8-<i>O</i>-methylfusarubin biosynthesis	"RXN-16857, RXN-16867, RXN-16865, RXN-16861, RXN-16860, RXN-16866, RXN-16862, RXN-16863, RXN-16864, RXN-16859, RXN-16855, RXN-16858, RXN-16856"
PWY-6519	8-amino-7-oxononanoate biosynthesis I	"RXN-11477, RXN-11476, RXN-11481, RXN-11480, RXN-11479, RXN-11478, RXN-11475, RXN-11474, RXN-11484, RXN-11483, RXN-11482"
PWY-7147	8-amino-7-oxononanoate biosynthesis II	"RXN-13834, RXN-11484"
PWY-6578	8-amino-7-oxononanoate biosynthesis III	"6-CARBOXYHEXANOATE--COA-LIGASE-RXN, 7KAPSYN-RXN"
PWY-7340	"9-<i>cis</i>, 11-<i>trans</i>-octadecadienoyl-CoA degradation (isomerase-dependent, yeast)"	"RXN-14797, RXN-14798, RXN-14801, RXN-14802, RXN-14804, RXN-14800, RXN-14799, RXN-14796, RXN-14803, RXN-14795"
PWY-5407	9-lipoxygenase and 9-allene oxide synthase pathway	"RXN-8497, RXN-8499, RXN-8500, RXN-8501, RXN-8495"
PWY-5408	9-lipoxygenase and 9-hydroperoxide lyase pathway	"RXN-8497, RXN-8502, RXN-8503, RXN-8495"
PWY-6859	<i>all-trans</i>-farnesol biosynthesis	"RXN-8617, GPPSYN-RXN, FPPSYN-RXN, IPPISOM-RXN"
PWY-7826	<i>Amaryllidacea</i> alkaloids biosynthesis	"RXN-18136, RXN-18129, RXN-18134, RXN-18132, RXN-18153, RXN-18137, RXN-18126, RXN-18133, RXN-18138, RXN-18120, RXN-18127, RXN-18142, RXN-18123, RXN-18128, RXN-8871, RXN-8872, RXN-18124, RXN-18141, RXN-18125, RXN-18122, RXN-18152, TYROSINE-DECARBOXYLASE-RXN, RXN-18121, RXN-18135, RXN-18140"
PWY-6672	<i>cis</i>-genanyl-CoA degradation	"RXN-11919, ISOHEXENYLGLUTACONYL-COA-HYDRATASE-RXN, 4.1.3.26-RXN, RXN-11920, RXN-11921, RXN-11918, RXN-11917, GERANOYL-COA-CARBOXYLASE-RXN, ACETATE--COA-LIGASE-RXN"
PWY-5973	<i>cis</i>-vaccenate biosynthesis	"RXN-9557, RXN-9556, RXN-9558, RXN-9555, 2.3.1.179-RXN"
PWY-2781	<i>cis</i>-zeatin biosynthesis	"RXN-4541, RXN-4542, RXN-4544, RXN-4545, RXN0-6274"
GLUCARDEG-PWY	<i>D</i>-glucarate degradation I	"KDGALDOL-RXN, GLUCARDEHYDRA-RXN, GKI-RXN, TSA-REDUCT-RXN"
PWY-6653	<i>ent</i> -kaurene biosynthesis II	"RXN-11778, RXN-11779"
PWY-5032	<i>ent</i>-kaurene biosynthesis I	"4.2.3.19-RXN, 5.5.1.13-RXN"
PWY-7290	<i>Escherichia coli</i> serotype O86 <i>O</i>-antigen biosynthesis	"RXN-14563, RXN-14572, RXN-14562, RXN-14561, RXN-14560, GLCNACPTRANS-RXN"
M-CRESOL-DEGRADATION-PWY	<I>m</I>-cresol degradation	"3-OH-BENZALDEHYDE-DEHYDROG-NADP+-RXN, 3-HYDROXYBENZOATE-6-MONOOXYGENASE-RXN, 3-HYDROXYBENZOATE-4-MONOOXYGENASE-RXN, BENZYL-ALCOHOL-DEHYDROGENASE-RXN, 3-5-XYLENOL-METHYLHYDROXYLASE-RXN"
PWY-142	<i>m</i>-xylene degradation (anaerobic)	"RXN-943, RXN-944, RXN-945, RXN-942"
PWY-5428	<i>m</i>-xylene degradation to <i>m</i>-toluate	"RXN-8583, RXN-8580, RXN-8578"
PWY-6391	<i>meso</i>-butanediol biosynthesis I	RXN-11035
PWY-6392	<i>meso</i>-butanediol biosynthesis II	RXN-11034
PWY-6146	<i>Methanobacterium thermoautotrophicum</i> biosynthetic metabolism	"R302-RXN, FARNESYLTRANSTRANSFERASE-RXN, MEVALONATE-KINASE-RXN, 1.1.1.34-RXN, PHOSPHOMEVALONATE-KINASE-RXN, FUMHYDR-RXN, MALATE-DEH-RXN, DIPHOSPHOMEVALONTE-DECARBOXYLASE-RXN, ACETYL-COA-ACETYLTRANSFER-RXN, RXN-9995, RXN-14399, RXN-14398, RXN-14400, 2-OXOGLUTARATE-SYNTHASE-RXN, ALANINE-AMINOTRANSFERASE-RXN, 3PGAREARR-RXN, 2PGADEHYDRAT-RXN, 2.5.1.42-RXN, H2-METHYLENE-THMPT-DEHYDRO-RXN, 3.5.4.27-RXN, 2.5.1.41-RXN, 1.1.1.261-RXN, METHENYLTHFCYCLOHYDRO-RXN, METHYLENETHFDEHYDROG-NADP-RXN, FORMYLMETHANOFURAN-DEHYDROGENASE-RXN, 2.3.1.101-RXN, METHCOCLTH-RXN, FORMATETHFLIG-RXN, RXN-17760, HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN, ACETYLSYNCLTH-RXN, RXN-5061, 1.5.1.20-RXN, METHELENE-THMPT-OXI-RXN, 1.2.7.4-RXN, PGLUCISOM-RXN, TRIOSEPISOMERIZATION-RXN, 1.2.7.6-RXN, GPPSYN-RXN, FORMATE-DEHYDROGENASE-NADP+-RXN, F16ALDOLASE-RXN, R601-RXN, FPPSYN-RXN, RXN0-5224, IPPISOM-RXN, ASPAMINOTRANS-RXN, PEPCARBOX-RXN, PYRUFLAVREDUCT-RXN, PEPDEPHOS-RXN, PYRUVATE-CARBOXYLASE-RXN, RXN-14406, RXN-14405, SUCCCOASYN-RXN, RXN-10935, RXN-9996"
PWY-7237	"<i>myo</i>-, <i>chiro</i>- and <i>scyllo</i>-inositol degradation"	"RXN-14148, RXN-2902, RXN-14149, 5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN, 4.1.2.29-RXN, RXN-14150, MYO-INOSITOL-2-DEHYDROGENASE-RXN, RXN-13779, RXN-14178, MYO-INOSOSE-2-DEHYDRATASE-RXN"
PWY-2301	<i>myo</i>-inositol biosynthesis	"MYO-INOSITOL-1OR-4-MONOPHOSPHATASE-RXN, MYO-INOSITOL-1-PHOSPHATE-SYNTHASE-RXN"
P562-PWY	<I>myo</I>-inositol degradation I	"RXN-2902, RXN-14149, 5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN, 4.1.2.29-RXN, RXN-14150, MYO-INOSITOL-2-DEHYDROGENASE-RXN, MYO-INOSOSE-2-DEHYDRATASE-RXN"
PWY-7241	<I>myo</I>-inositol degradation II	"RXN-14359, RXN-14360, MYO-INOSITOL-2-DEHYDROGENASE-RXN, RXN-14358, RXN-14362"
PWY-7077	<i>N</i>-acetyl-D-galactosamine degradation	"RXN-13547, 3.5.1.80-RXN, RXN-13548, TAGAALDOL-RXN, TAGAKIN-RXN"
GLUAMCAT-PWY	<i>N</i>-acetylglucosamine degradation I	"GLUCOSAMINE-6-P-DEAMIN-RXN, NAG6PDEACET-RXN"
PWY-6517	<i>N</i>-acetylglucosamine degradation II	"GLUCOSAMINE-6-P-DEAMIN-RXN, N-ACETYLGLUCOSAMINE-KINASE-RXN, NAG6PDEACET-RXN"
PWY-7054	<i>N</i>-acetylglutaminylglutamine amide biosynthesis	"RXN-13455, RXN-13456"
PWY0-1324	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation I	"NANK-RXN, NANE-RXN, ACNEULY-RXN"
PWY-7581	<i>N</i>-acetylneuraminate and <i>N</i>-acetylmannosamine degradation II	"RXN-16006, ACNEULY-RXN"
PWY-5171	<i>N</i>-cyclopropylmelamine degradation	"RXN-8020, RXN-8019, RXN-8018"
PWY-7463	<i>N</i>-methylanthraniloyl-&beta;-<i>D</i>-glucopyranose biosynthesis	"RXN-15371, ANTHRANILATE-N-METHYLTRANSFERASE-RXN"
1CMET2-PWY	<i>N</i><sup>10</sup>-formyl-tetrahydrofolate biosynthesis	"METHENYLTHFCYCLOHYDRO-RXN, THYMIDYLATESYN-RXN, METHYLENETHFDEHYDROG-NADP-RXN, DIHYDROFOLATEREDUCT-RXN, 5-FORMYL-THF-CYCLO-LIGASE-RXN, 1.5.1.20-RXN, GCVMULTI-RXN, HOMOCYSMETB12-RXN, GLYOHMETRANS-RXN"
PWY-6631	<i>O</i> -methylation of tricetin	"RXN-11584, RXN-11583, RXN-11582"
OANTIGEN-PWY	<i>O</i>-antigen building blocks biosynthesis (<i>E. coli</i>)	"DTDPGLUCOSEPP-RXN, L-GLN-FRUCT-6-P-AMINOTRANS-RXN, NAG1P-URIDYLTRANS-RXN, PGLUCISOM-RXN, 2.3.1.157-RXN, 5.4.2.10-RXN, DTDPGLUCDEHYDRAT-RXN, DTDPDEHYRHAMREDUCT-RXN, DTDPDEHYDRHAMEPIM-RXN, GALPMUT-RXN"
PWY-6752	<i>o</i>-diquinones biosynthesis	CATECHOL-OXIDASE-RXN
PWY-5163	<I>p</I>-cumate degradation to 2-oxopent-4-enoate	"RXN-665, RXN-666, RXN-667, RXN-668, RXN-664"
PWY-741	<I>p</I>-cymene degradation to <I>p</I>-cumate	"RXN-662, RXN-663, RXN-661"
PWY-5429	<i>p</i>-xylene degradation to <i>p</i>-toluate	"RXN-8582, RXN-8581, RXN-8579"
PWY-6151	<i>S</i>-adenosyl-L-methionine cycle I	"ADENOSYLHOMOCYSTEINE-NUCLEOSIDASE-RXN, RXN-7605, RIBOSYLHOMOCYSTEINASE-RXN, S-ADENMETSYN-RXN, HOMOCYSMET-RXN"
PWY-5041	<i>S</i>-adenosyl-L-methionine cycle II	"ADENOSYLHOMOCYSTEINASE-RXN, RXN-7605, S-ADENMETSYN-RXN, HOMOCYSMET-RXN"
PWY-6754	<i>S</i>-methyl-5'-thioadenosine degradation I	"METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN, 5-METHYLTHIORIBOSE-KINASE-RXN"
PWY-6756	<i>S</i>-methyl-5'-thioadenosine degradation II	5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN
PWY-6753	<i>S</i>-methyl-5'-thioadenosine degradation III	"RXN-10035, RXN-12241"
PWY0-1391	<i>S</i>-methyl-5'-thioadenosine degradation IV	METHYLTHIOADENOSINE-NUCLEOSIDASE-RXN
PWY-4361	<i>S</i>-methyl-5-thio-&alpha;-D-ribose 1-phosphate degradation	"R147-RXN, R83-RXN, RXN-13072, R82-RXN, R145-RXN, 5.3.1.23-RXN, RXN-15650"
